"","race","call"
"3623","white",0
"3624","black",0
"3625","white",0
"3626","black",1
"3627","white",1
"3628","black",0
"3629","white",1
"3630","black",1
"3631","white",1
"3632","black",1
"3633","white",0
"3634","white",1
"3635","black",0
"3636","black",0
"3637","black",1
"3638","black",0
"3639","white",0
"3640","white",0
"3641","white",0
"3642","white",0
"3643","black",0
"3644","black",0
"3645","white",1
"3646","black",1
"3647","black",1
"3648","white",0
"3649","black",0
"3650","white",0
"3651","white",0
"3652","black",0
"3653","white",0
"3654","black",0
"3655","black",0
"3656","white",0
"3657","white",0
"3658","black",0
"3659","white",0
"3660","black",0
"3661","white",0
"3662","black",0
"3663","white",0
"3664","white",0
"3665","black",0
"3666","black",0
"3667","white",0
"3668","white",0
"3669","white",0
"3670","black",0
"3671","black",0
"3672","white",0
"3673","black",0
"3674","black",0
"3675","white",0
"3676","black",0
"3677","white",0
"3678","black",0
"3679","white",0
"3680","black",0
"3681","white",0
"3682","black",0
"3683","black",0
"3684","white",0
"3685","white",0
"3686","black",0
"3687","white",0
"3688","black",0
"3689","white",0
"3690","black",0
"3691","white",0
"3692","black",1
"3693","white",1
"3694","black",1
"3695","black",0
"3696","white",1
"3697","black",1
"3698","white",0
"3699","white",0
"3700","black",0
"3701","black",0
"3702","white",1
"3703","black",0
"3704","white",0
"3705","black",0
"3706","white",0
"3707","white",0
"3708","black",0
"3709","white",0
"3710","black",0
"3711","white",0
"3712","black",0
"3713","white",0
"3714","black",0
"3715","black",0
"3716","white",1
"3717","black",0
"3718","white",0
"3719","white",0
"3720","black",0
"3721","black",0
"3722","white",0
"3723","black",0
"3724","white",0
"3725","black",0
"3726","black",0
"3727","white",0
"3728","white",0
"3729","white",0
"3730","black",0
"3731","white",0
"3732","white",0
"3733","black",0
"3734","black",0
"3735","white",0
"3736","black",0
"3737","white",0
"3738","black",0
"3739","white",0
"3740","black",0
"3741","white",0
"3742","black",0
"3743","black",0
"3744","white",0
"3745","white",0
"3746","black",0
"3747","white",0
"3748","black",0
"3749","white",0
"3750","white",0
"3751","white",0
"3752","black",0
"3753","black",0
"3754","black",0
"3755","white",0
"3756","white",0
"3757","black",1
"3758","black",0
"3759","white",0
"3760","black",0
"3761","white",0
"3762","black",0
"3763","white",0
"3764","black",0
"3765","white",0
"3766","white",0
"3767","black",0
"3768","white",0
"3769","black",0
"3770","black",0
"3771","white",0
"3772","black",0
"3773","white",1
"3774","black",0
"3775","white",0
"3776","black",0
"3777","white",0
"3778","black",0
"3779","black",0
"3780","white",0
"3781","white",0
"3782","black",0
"3783","white",0
"3784","white",0
"3785","black",0
"3786","black",0
"3787","white",0
"3788","black",0
"3789","white",0
"3790","black",0
"3791","white",1
"3792","white",0
"3793","black",0
"3794","white",0
"3795","white",0
"3796","black",0
"3797","black",0
"3798","black",0
"3799","white",1
"3800","black",0
"3801","white",0
"3802","white",0
"3803","black",0
"3804","black",0
"3805","white",0
"3806","black",0
"3807","black",0
"3808","black",1
"3809","white",0
"3810","white",0
"3811","white",1
"3812","white",0
"3813","white",0
"3814","white",0
"3815","black",0
"3816","black",0
"3817","black",0
"3818","black",0
"3819","black",0
"3820","white",0
"3821","white",0
"3822","black",0
"3823","black",0
"3824","black",0
"3825","white",0
"3826","black",0
"3827","white",0
"3828","white",0
"3829","white",0
"3830","black",0
"3831","black",0
"3832","white",0
"3833","white",0
"3834","black",0
"3835","white",0
"3836","white",0
"3837","black",0
"3838","white",0
"3839","black",0
"3840","white",0
"3841","white",0
"3842","black",0
"3843","black",0
"3844","black",0
"3845","white",0
"3846","black",0
"3847","black",0
"3848","white",0
"3849","white",0
"3850","black",0
"3851","white",0
"3852","white",0
"3853","black",0
"3854","black",0
"3855","white",0
"3856","black",0
"3857","white",0
"3858","black",0
"3859","black",0
"3860","white",0
"3861","white",0
"3862","black",0
"3863","white",0
"3864","black",0
"3865","white",0
"3866","black",0
"3867","white",0
"3868","white",0
"3869","white",0
"3870","white",0
"3871","black",0
"3872","black",0
"3873","black",0
"3874","black",0
"3875","white",0
"3876","black",0
"3877","black",0
"3878","white",0
"3879","white",0
"3880","black",0
"3881","white",0
"3882","white",0
"3883","black",0
"3884","black",0
"3885","white",0
"3886","black",0
"3887","black",0
"3888","white",0
"3889","white",0
"3890","black",0
"3891","white",0
"3892","black",0
"3893","white",0
"3894","black",0
"3895","white",0
"3896","black",0
"3897","black",0
"3898","white",0
"3899","black",0
"3900","white",0
"3901","black",0
"3902","white",0
"3903","white",0
"3904","black",0
"3905","black",0
"3906","white",0
"3907","white",0
"3908","black",0
"3909","black",0
"3910","white",0
"3911","white",0
"3912","black",0
"3913","black",0
"3914","white",0
"3915","white",0
"3916","black",0
"3917","black",0
"3918","white",1
"3919","white",0
"3920","white",0
"3921","black",0
"3922","black",0
"3923","black",0
"3924","white",0
"3925","black",0
"3926","white",0
"3927","white",0
"3928","white",0
"3929","black",0
"3930","black",0
"3931","white",0
"3932","black",0
"3933","white",0
"3934","black",0
"3935","black",0
"3936","black",0
"3937","white",0
"3938","black",0
"3939","white",0
"3940","white",0
"3941","black",0
"3942","black",0
"3943","white",0
"3944","white",0
"3945","black",0
"3946","white",0
"3947","white",0
"3948","black",0
"3949","white",0
"3950","black",0
"3951","white",0
"3952","black",0
"3953","white",0
"3954","black",1
"3955","black",0
"3956","white",0
"3957","white",0
"3958","white",0
"3959","black",0
"3960","black",0
"3961","black",0
"3962","white",0
"3963","white",0
"3964","black",0
"3965","white",0
"3966","black",0
"3967","white",0
"3968","black",0
"3969","white",0
"3970","black",0
"3971","black",0
"3972","white",0
"3973","white",0
"3974","black",0
"3975","black",0
"3976","white",0
"3977","white",0
"3978","black",0
"3979","white",0
"3980","black",0
"3981","white",0
"3982","black",0
"3983","white",0
"3984","black",0
"3985","white",0
"3986","black",0
"3987","white",0
"3988","black",0
"3989","white",0
"3990","black",0
"3991","white",0
"3992","black",0
"3993","white",0
"3994","black",0
"3995","white",0
"3996","white",0
"3997","black",0
"3998","black",0
"3999","white",0
"4000","black",0
"4001","white",0
"4002","black",0
"4003","white",0
"4004","black",0
"4005","black",0
"4006","white",0
"4007","white",1
"4008","black",1
"4009","black",0
"4010","white",0
"4011","white",0
"4012","white",0
"4013","black",0
"4014","black",0
"4015","white",0
"4016","black",0
"4017","white",0
"4018","black",0
"4019","white",1
"4020","black",0
"4021","white",0
"4022","black",0
"4023","white",0
"4024","black",0
"4025","white",0
"4026","white",0
"4027","black",0
"4028","black",0
"4029","white",0
"4030","black",0
"4031","white",0
"4032","black",0
"4033","white",0
"4034","black",0
"4035","white",0
"4036","black",0
"4037","white",0
"4038","white",0
"4039","black",0
"4040","black",0
"4041","black",0
"4042","white",0
"4043","black",0
"4044","white",0
"4045","black",0
"4046","white",1
"4047","black",0
"4048","white",0
"4049","white",0
"4050","white",0
"4051","white",0
"4052","black",0
"4053","black",0
"4054","black",0
"4055","black",0
"4056","white",0
"4057","black",0
"4058","white",0
"4059","black",0
"4060","white",0
"4061","black",0
"4062","white",0
"4063","black",0
"4064","white",0
"4065","white",0
"4066","black",0
"4067","white",1
"4068","white",0
"4069","black",0
"4070","black",0
"4071","white",1
"4072","white",1
"4073","black",1
"4074","black",1
"4075","white",0
"4076","black",0
"4077","white",0
"4078","black",0
"4079","black",0
"4080","white",0
"4081","white",0
"4082","white",0
"4083","white",0
"4084","black",0
"4085","black",1
"4086","black",1
"4087","black",0
"4088","white",0
"4089","white",0
"4090","white",0
"4091","black",0
"4092","white",0
"4093","white",0
"4094","white",0
"4095","white",0
"4096","black",0
"4097","black",0
"4098","black",0
"4099","white",0
"4100","white",0
"4101","black",0
"4102","black",0
"4103","black",0
"4104","black",0
"4105","black",0
"4106","white",0
"4107","white",0
"4108","white",0
"4109","white",0
"4110","black",0
"4111","white",0
"4112","black",0
"4113","black",0
"4114","black",0
"4115","black",0
"4116","white",0
"4117","white",0
"4118","black",0
"4119","white",0
"4120","white",0
"4121","black",0
"4122","black",0
"4123","black",0
"4124","black",0
"4125","white",0
"4126","white",0
"4127","white",1
"4128","white",1
"4129","black",1
"4130","black",1
"4131","white",0
"4132","black",0
"4133","white",0
"4134","black",0
"4135","white",0
"4136","black",0
"4137","black",0
"4138","white",0
"4139","white",0
"4140","black",0
"4141","black",0
"4142","white",0
"4143","white",1
"4144","black",1
"4145","white",0
"4146","black",1
"4147","white",0
"4148","black",0
"4149","black",0
"4150","white",0
"4151","white",0
"4152","black",0
"4153","white",0
"4154","black",0
"4155","white",0
"4156","black",0
"4157","white",0
"4158","black",0
"4159","black",0
"4160","white",0
"4161","white",0
"4162","black",0
"4163","white",0
"4164","black",0
"4165","white",0
"4166","black",0
"4167","white",0
"4168","black",0
"4169","black",1
"4170","white",0
"4171","white",0
"4172","black",0
"4173","white",0
"4174","black",0
"4175","black",0
"4176","white",0
"4177","white",0
"4178","black",0
"4179","white",0
"4180","white",0
"4181","white",0
"4182","black",0
"4183","black",0
"4184","black",0
"4185","white",0
"4186","white",0
"4187","black",0
"4188","black",0
"4189","white",0
"4190","black",0
"4191","white",1
"4192","black",0
"4193","black",0
"4194","white",1
"4195","white",0
"4196","white",0
"4197","black",0
"4198","white",0
"4199","white",0
"4200","black",0
"4201","black",0
"4202","black",0
"4203","white",0
"4204","white",0
"4205","black",0
"4206","black",0
"4207","white",0
"4208","black",0
"4209","white",0
"4210","black",0
"4211","white",0
"4212","black",0
"4213","white",0
"4214","black",0
"4215","white",0
"4216","white",0
"4217","black",0
"4218","black",0
"4219","white",0
"4220","white",0
"4221","black",0
"4222","black",0
"4223","black",0
"4224","white",0
"4225","white",0
"4226","black",0
"4227","white",0
"4228","black",0
"4229","white",0
"4230","white",0
"4231","black",0
"4232","black",0
"4233","white",0
"4234","black",0
"4235","black",0
"4236","white",0
"4237","black",0
"4238","white",0
"4239","white",0
"4240","black",0
"4241","white",0
"4242","black",1
"4243","black",0
"4244","white",1
"4245","white",0
"4246","white",1
"4247","black",1
"4248","white",0
"4249","black",1
"4250","black",0
"4251","black",0
"4252","white",0
"4253","white",0
"4254","white",0
"4255","black",0
"4256","black",0
"4257","white",0
"4258","black",0
"4259","white",0
"4260","white",0
"4261","white",0
"4262","black",0
"4263","black",0
"4264","black",0
"4265","white",0
"4266","black",0
"4267","white",0
"4268","black",0
"4269","white",0
"4270","black",0
"4271","black",0
"4272","black",0
"4273","white",0
"4274","white",0
"4275","black",0
"4276","white",0
"4277","white",0
"4278","black",0
"4279","white",0
"4280","white",0
"4281","black",0
"4282","black",0
"4283","white",0
"4284","black",0
"4285","black",0
"4286","black",1
"4287","white",1
"4288","white",0
"4289","black",0
"4290","white",0
"4291","black",0
"4292","white",0
"4293","white",0
"4294","black",0
"4295","white",1
"4296","black",0
"4297","white",1
"4298","black",0
"4299","white",0
"4300","white",0
"4301","black",0
"4302","black",0
"4303","white",0
"4304","white",0
"4305","black",0
"4306","black",0
"4307","black",0
"4308","white",0
"4309","white",0
"4310","black",0
"4311","white",0
"4312","black",0
"4313","white",0
"4314","black",0
"4315","black",0
"4316","white",0
"4317","white",0
"4318","white",0
"4319","white",0
"4320","black",0
"4321","black",0
"4322","black",0
"4323","white",0
"4324","white",0
"4325","black",0
"4326","black",0
"4327","black",0
"4328","black",0
"4329","white",0
"4330","white",0
"4331","black",0
"4332","black",0
"4333","white",1
"4334","white",0
"4335","white",1
"4336","black",1
"4337","white",0
"4338","white",0
"4339","white",0
"4340","black",0
"4341","black",0
"4342","black",0
"4343","white",0
"4344","white",0
"4345","black",0
"4346","black",0
"4347","black",0
"4348","black",0
"4349","black",0
"4350","black",0
"4351","black",0
"4352","white",0
"4353","white",0
"4354","white",0
"4355","white",0
"4356","white",0
"4357","black",0
"4358","white",0
"4359","white",0
"4360","black",0
"4361","white",0
"4362","white",0
"4363","black",1
"4364","black",0
"4365","white",0
"4366","white",0
"4367","black",0
"4368","black",0
"4369","white",0
"4370","white",1
"4371","black",0
"4372","black",0
"4373","white",0
"4374","black",0
"4375","white",0
"4376","black",0
"4377","black",0
"4378","black",0
"4379","white",0
"4380","white",0
"4381","white",0
"4382","black",0
"4383","black",0
"4384","white",0
"4385","white",0
"4386","white",0
"4387","black",0
"4388","black",0
"4389","white",0
"4390","black",0
"4391","white",0
"4392","black",0
"4393","white",0
"4394","white",0
"4395","black",0
"4396","black",0
"4397","black",0
"4398","white",0
"4399","white",0
"4400","black",0
"4401","white",1
"4402","black",1
"4403","white",0
"4404","black",1
"4405","white",0
"4406","black",0
"4407","white",0
"4408","black",0
"4409","black",1
"4410","white",1
"4411","black",0
"4412","white",1
"4413","black",0
"4414","white",0
"4415","white",0
"4416","black",0
"4417","white",0
"4418","black",0
"4419","white",0
"4420","white",0
"4421","black",0
"4422","black",0
"4423","white",0
"4424","black",0
"4425","white",0
"4426","black",0
"4427","white",0
"4428","black",1
"4429","white",0
"4430","black",0
"4431","white",0
"4432","black",0
"4433","white",0
"4434","white",0
"4435","black",0
"4436","black",0
"4437","black",0
"4438","white",0
"4439","black",0
"4440","white",0
"4441","black",0
"4442","white",0
"4443","white",0
"4444","black",0
"4445","white",0
"4446","black",0
"4447","black",0
"4448","white",0
"4449","black",0
"4450","white",0
"4451","white",0
"4452","white",0
"4453","black",0
"4454","black",0
"4455","black",0
"4456","white",0
"4457","white",0
"4458","black",0
"4459","white",0
"4460","white",0
"4461","black",0
"4462","black",0
"4463","black",0
"4464","white",0
"4465","black",0
"4466","white",0
"4467","white",0
"4468","black",0
"4469","white",0
"4470","black",0
"4471","white",0
"4472","white",0
"4473","black",0
"4474","black",0
"4475","white",1
"4476","black",0
"4477","white",0
"4478","black",0
"4479","white",0
"4480","black",0
"4481","white",0
"4482","white",0
"4483","black",0
"4484","white",0
"4485","black",0
"4486","black",0
"4487","black",0
"4488","white",0
"4489","white",0
"4490","white",0
"4491","black",0
"4492","black",0
"4493","black",0
"4494","white",0
"4495","black",0
"4496","white",0
"4497","black",0
"4498","white",0
"4499","black",0
"4500","black",0
"4501","white",0
"4502","white",0
"4503","white",0
"4504","white",0
"4505","black",0
"4506","black",0
"4507","white",0
"4508","black",0
"4509","white",0
"4510","black",0
"4511","white",0
"4512","black",0
"4513","black",0
"4514","white",0
"4515","white",0
"4516","black",0
"4517","white",0
"4518","white",0
"4519","black",0
"4520","black",0
"4521","black",0
"4522","white",0
"4523","white",0
"4524","black",0
"4525","white",0
"4526","black",0
"4527","white",0
"4528","black",0
"4529","white",0
"4530","black",0
"4531","black",0
"4532","white",0
"4533","white",0
"4534","black",0
"4535","white",0
"4536","white",0
"4537","black",0
"4538","black",0
"4539","black",0
"4540","white",0
"4541","white",0
"4542","black",0
"4543","white",0
"4544","white",0
"4545","black",0
"4546","black",0
"4547","white",0
"4548","black",0
"4549","white",0
"4550","black",0
"4551","black",0
"4552","white",0
"4553","white",0
"4554","white",0
"4555","white",0
"4556","black",0
"4557","black",0
"4558","black",0
"4559","white",1
"4560","white",0
"4561","black",0
"4562","black",1
"4563","white",0
"4564","white",0
"4565","white",0
"4566","white",0
"4567","white",0
"4568","white",0
"4569","black",0
"4570","black",0
"4571","white",0
"4572","black",0
"4573","black",0
"4574","black",0
"4575","white",0
"4576","white",0
"4577","black",0
"4578","white",0
"4579","white",0
"4580","black",0
"4581","black",0
"4582","white",0
"4583","white",0
"4584","white",0
"4585","black",0
"4586","black",0
"4587","white",0
"4588","white",0
"4589","black",0
"4590","black",0
"4591","black",0
"4592","black",0
"4593","black",0
"4594","black",0
"4595","white",0
"4596","white",0
"4597","black",0
"4598","black",0
"4599","black",0
"4600","white",0
"4601","black",0
"4602","white",0
"4603","white",0
"4604","black",1
"4605","white",0
"4606","black",0
"4607","white",0
"4608","black",0
"4609","black",0
"4610","white",0
"4611","white",0
"4612","white",1
"4613","black",0
"4614","black",0
"4615","white",0
"4616","black",0
"4617","white",0
"4618","black",0
"4619","white",0
"4620","white",0
"4621","black",0
"4622","black",0
"4623","white",0
"4624","black",0
"4625","white",0
"4626","black",0
"4627","white",0
"4628","black",0
"4629","black",0
"4630","white",0
"4631","black",0
"4632","white",0
"4633","black",0
"4634","white",0
"4635","white",0
"4636","black",0
"4637","black",0
"4638","white",0
"4639","black",0
"4640","black",0
"4641","white",0
"4642","white",0
"4643","white",0
"4644","white",0
"4645","black",0
"4646","black",0
"4647","white",0
"4648","black",0
"4649","black",0
"4650","white",0
"4651","white",0
"4652","black",0
"4653","white",0
"4654","black",0
"4655","white",0
"4656","black",0
"4657","white",0
"4658","black",0
"4659","black",0
"4660","black",0
"4661","white",0
"4662","white",0
"4663","white",0
"4664","white",0
"4665","white",0
"4666","black",0
"4667","black",0
"4668","black",0
"4669","black",0
"4670","white",0
"4671","black",0
"4672","white",0
"4673","black",0
"4674","white",0
"4675","white",0
"4676","black",0
"4677","white",0
"4678","black",1
"4679","black",1
"4680","white",0
"4681","white",0
"4682","white",0
"4683","black",0
"4684","black",0
"4685","black",0
"4686","white",0
"4687","white",0
"4688","white",0
"4689","black",0
"4690","black",0
"4691","black",0
"4692","white",0
"4693","black",0
"4694","white",0
"4695","white",0
"4696","black",0
"4697","white",0
"4698","black",0
"4699","black",0
"4700","white",1
"4701","black",0
"4702","white",1
"4703","black",0
"4704","white",1
"4705","white",0
"4706","black",1
"4707","white",0
"4708","white",0
"4709","black",0
"4710","black",0
"4711","black",0
"4712","white",0
"4713","black",0
"4714","white",0
"4715","white",0
"4716","white",0
"4717","black",0
"4718","black",0
"4719","black",0
"4720","white",0
"4721","white",0
"4722","white",0
"4723","black",0
"4724","black",0
"4725","black",0
"4726","white",1
"4727","white",0
"4728","white",0
"4729","black",1
"4730","black",0
"4731","black",0
"4732","white",0
"4733","white",0
"4734","black",0
"4735","white",0
"4736","black",1
"4737","white",1
"4738","black",1
"4739","black",0
"4740","white",1
"4741","black",0
"4742","white",0
"4743","white",0
"4744","black",0
"4745","white",0
"4746","white",0
"4747","black",0
"4748","white",0
"4749","black",0
"4750","black",0
"4751","white",0
"4752","black",0
"4753","white",0
"4754","black",0
"4755","white",0
"4756","white",0
"4757","white",0
"4758","black",1
"4759","black",0
"4760","black",0
"4761","black",0
"4762","white",0
"4763","white",0
"4764","black",0
"4765","white",0
"4766","black",0
"4767","white",0
"4768","white",0
"4769","black",0
"4770","black",0
"4771","white",0
"4772","black",0
"4773","white",0
"4774","black",0
"4775","black",0
"4776","white",0
"4777","white",0
"4778","black",0
"4779","white",0
"4780","white",0
"4781","black",0
"4782","black",0
"4783","white",1
"4784","black",1
"4785","white",0
"4786","white",0
"4787","black",0
"4788","black",0
"4789","white",1
"4790","black",0
"4791","white",0
"4792","white",0
"4793","black",0
"4794","black",0
"4795","white",0
"4796","black",0
"4797","black",0
"4798","white",0
"4799","white",0
"4800","white",0
"4801","black",0
"4802","black",0
"4803","white",0
"4804","white",0
"4805","black",0
"4806","black",0
"4807","black",0
"4808","black",0
"4809","black",0
"4810","white",0
"4811","white",0
"4812","white",0
"4813","black",0
"4814","white",0
"4815","white",0
"4816","black",0
"4817","white",0
"4818","white",0
"4819","black",0
"4820","white",0
"4821","black",0
"4822","black",0
"4823","white",0
"4824","black",0
"4825","white",0
"4826","black",0
"4827","white",1
"4828","black",0
"4829","black",0
"4830","white",1
"4831","white",0
"4832","white",0
"4833","black",0
"4834","black",0
"4835","white",0
"4836","black",0
"4837","white",0
"4838","black",0
"4839","white",0
"4840","white",0
"4841","black",0
"4842","black",0
"4843","black",0
"4844","white",1
"4845","black",0
"4846","white",0
"4847","white",1
"4848","white",1
"4849","black",1
"4850","black",0
"4851","black",0
"4852","white",0
"4853","white",0
"4854","black",0
"4855","white",0
"4856","white",0
"4857","black",0
"4858","black",0
"4859","black",0
"4860","black",1
"4861","white",0
"4862","white",1
"4863","white",0
"4864","white",0
"4865","black",0
"4866","black",0
"4867","black",0
"4868","white",0
"4869","black",0
"4870","white",0
